User;Activity;realtime;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
2;2;144;713;192;;64186983;0.087;-0.958;0.031;2;-8.5;-5;-1403.5;236;69;-1.8;-5.3;344.5;102011;0;1;1;19;20;25.01;41.35;0.127;0.003408;
2;2;145;714;192;;64186983;0.087;-0.961;0.028;1.3;-9.3;-4.8;-1405;243.5;64.5;-1.8;-5.4;344.4;102010;0;1;1;19;20;24.99;41.33;0;0.001704;
2;2;146;715;192;;64186984;0.089;-0.962;0.025;1;-9.8;-4.5;-1405;239;72;-1.8;-5.4;344.4;102010;0;1;1;19;20;24.99;41.33;0;0.001704;
2;2;147;716;192;;64186984;0.088;-0.96;0.014;0.5;-9.6;-4.1;-1403.5;240.5;64.5;-1.7;-5.5;344.2;102010;0;1;1;19;20;24.99;41.33;0;0.001704;
2;2;148;717;192;;64186985;0.086;-0.948;0.007;0;-9;-3.6;-1411;243.5;70.5;-1.7;-5.5;344.1;102010;0;1;1;19;20;24.99;41.33;0;0.001704;
2;2;149;718;192;;64186985;0.089;-0.955;0.001;-0.5;-8.2;-3.4;-1406.5;243.5;67.5;-1.6;-5.6;344;102010;0;1;1;19;20;24.99;41.33;0;0.001704;
2;2;150;719;192;;64186986;0.087;-0.965;-0.007;-0.7;-7.3;-2.9;-1411;243.5;66;-1.6;-5.6;343.9;102010;0;1;1;19;20;24.99;41.33;0;0.001704;
2;2;151;720;193;;64187277;0.08;-0.975;-0.014;-1;-6.7;-1.5;-1415.5;245;76.5;-1.5;-5.6;343.8;102012;0;1;1;19;20;24.99;41.33;0.0635;0.002556;
2;2;152;721;193;;64187278;0.08;-0.988;-0.015;-1;-6;0.3;-1409.5;246.5;66;-1.4;-5.6;343.7;102012;0;1;1;19;20;24.99;41.33;0.0635;0.002556;
2;2;153;722;193;;64187278;0.096;-1.013;-0.015;-0.4;-5.4;0.6;-1408;248;66;-1.4;-5.6;343.6;102012;0;1;1;19;20;24.99;41.33;0.0635;0.002556;
2;2;154;723;193;;64187279;0.105;-1.034;-0.01;0.7;-4.5;-2.7;-1408;245;78;-1.2;-5.7;343.4;102012;0;1;1;19;20;24.99;41.33;0.0635;0.002556;
2;2;155;724;193;;64187279;0.116;-1.099;0.001;2.7;-3.5;-5.8;-1408;243.5;78;-1.2;-5.7;343.2;102012;0;1;1;19;20;24.99;41.33;0.0635;0.002556;
2;2;156;725;193;;64187280;0.12;-1.191;0.012;2.3;-3.6;-8.1;-1408;248;73.5;-1.1;-5.7;343.1;102010;0;1;1;19;20;25.04;41.37;0;0.003408;
2;2;157;726;193;;64187281;0.089;-1.163;0.017;0.1;-4.5;-8.1;-1421.5;245;75;-1.1;-5.9;343.1;102010;0;1;1;19;20;25.04;41.37;0;0.003408;
2;2;158;727;193;;64187281;0.081;-1.171;0.032;-1.2;-5.9;-4.8;-1414;249.5;79.5;-1;-5.9;343.1;102010;0;1;1;19;20;25.04;41.37;0;0.003408;
2;2;159;728;193;;64187282;0.09;-1.222;0.046;-2.7;-8.1;-1.7;-1408;248;78;-1;-6;343;102010;0;1;1;19;20;25.04;41.37;0;0.003408;
2;2;160;729;193;;64187282;0.102;-1.214;0.055;-4.4;-11.4;-0.7;-1411;246.5;72;-0.8;-6;342.9;102007;0;1;1;19;20;25.04;41.37;0;0.005112;
2;2;161;730;193;;64187283;0.107;-1.161;0.06;-6;-14.8;-2.2;-1406.5;248;70.5;-0.7;-6;342.8;102007;0;1;1;19;20;25.04;41.37;0;0.005112;
2;2;162;731;193;;64187283;0.086;-1.06;0.062;-5.6;-17;-4;-1406.5;248;73.5;-0.5;-6;342.6;102007;0;1;1;19;20;25.04;41.37;0;0.005112;
2;2;163;732;193;;64187284;0.064;-0.934;0.064;-2.9;-18.1;-3.9;-1405;248;85.5;-0.4;-6.1;342.4;102007;0;1;1;19;20;25.04;41.37;0;0.005112;
2;2;164;733;193;;64187285;0.097;-0.922;0.074;1.1;-18.4;-4.9;-1406.5;246.5;85.5;-0.3;-6.1;342.1;102007;0;1;1;19;20;25.04;41.37;0;0.005112;
2;2;165;734;193;;64187285;0.144;-1.076;0.096;5.5;-19.5;-13.5;-1411;251;81;-0.3;-6.4;341.8;102007;0;1;1;19;20;25.04;41.37;0;0.005112;
2;2;166;735;194;;64187550;0.135;-1.028;0.098;5.9;-19.6;-17.5;-1411;248;90;-0.2;-6.4;341.5;102008;0;1;1;20;21;25.04;41.38;0.0635;0.002556;
2;2;167;736;194;;64187551;0.117;-0.97;0.103;6.7;-19.2;-18.1;-1415.5;255.5;79.5;-0.3;-6.7;341.1;102008;0;1;1;20;21;25.04;41.38;0.0635;0.002556;
2;2;168;737;194;;64187551;0.114;-0.975;0.103;5;-19;-15.6;-1408;254;87;-0.3;-7;340.9;102008;0;1;1;20;21;25.04;41.38;0.0635;0.002556;
2;2;169;738;194;;64187552;0.118;-0.976;0.094;1.7;-19;-11.8;-1411;249.5;88.5;-0.3;-7.2;340.6;102008;0;1;1;20;21;25.04;41.38;0.0635;0.002556;
2;2;170;739;194;;64187552;0.117;-0.956;0.089;-1.7;-18.8;-7.6;-1409.5;252.5;84;-0.3;-7.4;340.3;102008;0;1;1;20;21;25.04;41.38;0.0635;0.002556;
2;2;171;740;194;;64187553;0.114;-0.927;0.082;-3;-17.4;-3.3;-1409.5;258.5;88.5;-0.3;-7.5;340.4;102006;0;1;1;20;21;25.04;41.38;0;0.005112;
2;2;172;741;194;;64187553;0.106;-0.905;0.075;-2.8;-15.8;0.5;-1409.5;255.5;94.5;-0.2;-7.6;340.1;102006;0;1;1;20;21;25.04;41.38;0;0.005112;
2;2;173;742;194;;64187554;0.104;-0.898;0.067;-2.8;-14.7;3;-1415.5;257;88.5;-0.1;-7.5;339.9;102006;0;1;1;20;21;25.04;41.38;0;0.005112;
2;2;174;743;194;;64187554;0.102;-0.902;0.063;-4;-14.2;4.2;-1414;261.5;88.5;0;-7.4;339.7;102006;0;1;1;20;21;25.04;41.38;0;0.005112;
2;2;175;744;194;;64187555;0.103;-0.883;0.057;-6;-14.3;4.1;-1417;248;93;0.1;-7.3;339.4;102009;0;1;1;20;21;25.01;41.35;0;0.005964;
2;2;176;745;194;;64187556;0.106;-0.892;0.056;-5.9;-13.6;4;-1409.5;254;91.5;0.2;-7.2;339.3;102009;0;1;1;20;21;25.01;41.35;0;0.005964;
2;2;177;746;194;;64187557;0.118;-0.903;0.056;-5.1;-12.1;3.4;-1409.5;257;97.5;0.5;-7.1;339.1;102009;0;1;1;20;21;25.01;41.35;0;0.005964;
2;2;178;747;194;;64187558;0.119;-0.896;0.055;-4.5;-10.2;2.7;-1408;258.5;96;0.6;-7;338.9;102009;0;1;1;20;21;25.01;41.35;0;0.005964;
2;2;179;748;194;;64187558;0.122;-0.907;0.056;-4.6;-8.2;2;-1403.5;258.5;103.5;0.8;-6.9;338.8;102009;0;1;1;20;21;25.01;41.35;0;0.005964;
2;2;180;749;194;;64187558;0.124;-0.925;0.057;-5.1;-6.5;1.1;-1399;260;102;0.9;-6.8;338.7;102009;0;1;1;20;21;25.01;41.35;0;0.005964;
2;2;181;750;195;;64187850;0.121;-0.933;0.058;-5.2;-4.9;0.7;-1405;260;105;1;-6.8;338.7;102005;0;1;1;20;21;25.01;41.35;0;0.001704;
2;2;182;751;195;;64187850;0.116;-0.942;0.06;-3.9;-3.6;1;-1397.5;257;102;1.2;-6.7;338.6;102005;0;1;1;20;21;25.01;41.35;0;0.001704;
2;2;183;752;195;;64187851;0.11;-0.957;0.063;-2.3;-2.9;2;-1405;258.5;105;1.3;-6.7;338.6;102005;0;1;1;20;21;25.01;41.35;0;0.001704;
2;2;184;753;195;;64187851;0.104;-0.966;0.065;-0.3;-2.4;3.4;-1403.5;264.5;108;1.4;-6.6;338.7;102005;0;1;1;20;21;25.01;41.35;0;0.001704;
2;2;185;754;195;;64187852;0.103;-0.978;0.065;1.9;-3.1;5;-1403.5;260;105;1.4;-6.5;338.7;102005;0;1;1;20;21;25.01;41.35;0;0.001704;
2;2;186;755;195;;64187852;0.104;-0.983;0.067;2.5;-3.4;4.9;-1400.5;257;105;1.4;-6.4;338.7;102012;0;1;1;20;21;24.97;41.35;0;0.003408;
2;2;187;756;195;;64187853;0.12;-1.011;0.067;3.8;-5.2;2.3;-1408;260;103.5;1.3;-6.3;338.9;102012;0;1;1;20;21;24.97;41.35;0;0.003408;
2;2;188;757;195;;64187853;0.133;-1.03;0.066;4.4;-6.3;-1.5;-1399;257;106.5;1.1;-6.3;339.1;102012;0;1;1;20;21;24.97;41.35;0;0.003408;
2;2;189;758;195;;64187854;0.149;-1.048;0.063;6;-6.5;-5.9;-1399;264.5;105;0.9;-6.3;339.4;102012;0;1;1;20;21;24.97;41.35;0;0.003408;
2;2;190;759;195;;64187854;0.16;-1.068;0.051;8.4;-5.9;-9.9;-1402;258.5;105;0.8;-6.4;339.4;102009;0;1;1;21;21;24.97;41.35;0;0.003408;
2;2;191;760;195;;64187855;0.17;-1.114;0.041;9.7;-5.1;-12.6;-1405;260;108;0.7;-6.5;339.3;102009;0;1;1;21;21;24.97;41.35;0;0.003408;
2;2;192;761;195;;64187856;0.19;-1.19;0.03;10.6;-3.5;-13.3;-1405;263;112.5;0.5;-6.7;339.3;102009;0;1;1;21;21;24.97;41.35;0;0.003408;
2;2;193;762;195;;64187858;0.189;-1.246;0.015;11.5;-1.3;-12.9;-1403.5;260;103.5;0.3;-6.9;339.3;102009;0;1;1;21;21;24.97;41.35;0;0.003408;
2;2;194;763;195;;64187859;0.179;-1.191;0;14;1.8;-9.5;-1409.5;261.5;102;0.1;-7;339.3;102009;0;1;1;21;21;24.97;41.35;0;0.003408;
2;2;195;764;195;;64187859;0.204;-1.286;-0.002;16.6;5.5;-6;-1412.5;263;97.5;-0.1;-7.2;339.4;102009;0;1;1;21;21;24.97;41.35;0;0.003408;
2;2;196;765;196;;64188178;0.185;-1.207;-0.001;19.9;8.8;-5.1;-1408;264.5;102;-0.3;-7.3;339.5;102008;0;1;1;21;21;24.93;41.37;0.127;0.003408;
2;2;197;766;196;;64188179;0.148;-1.049;0.003;22.6;11.6;-4;-1412.5;258.5;96;-0.8;-7.4;339.7;102008;0;1;1;21;21;24.93;41.37;0.127;0.003408;
2;2;198;767;196;;64188179;0.11;-0.955;0.007;23.5;13.7;-1.7;-1412.5;261.5;96;-1.2;-7.4;339.9;102008;0;1;1;21;21;24.93;41.37;0.127;0.003408;
2;2;199;768;196;;64188180;0.114;-0.957;0.009;19.2;13.2;-1.1;-1405;257;85.5;-1.5;-7.4;340.2;102008;0;1;1;21;21;24.93;41.37;0.127;0.003408;
2;2;200;769;196;;64188180;0.132;-0.984;0.018;14.7;11.9;-2.8;-1418.5;261.5;73.5;-1.9;-7.4;340.5;102008;0;1;1;21;21;24.93;41.37;0.127;0.003408;
2;2;201;770;196;;64188181;0.152;-1.004;0.024;11.3;10.7;-7.2;-1415.5;254;76.5;-2.2;-7.4;340.7;102008;0;1;1;21;21;24.93;41.37;0.0635;0.00426;
2;2;202;771;196;;64188181;0.16;-0.999;0.02;8.3;9.8;-12.2;-1418.5;254;78;-2.5;-7.6;341.1;102008;0;1;1;21;21;24.93;41.37;0.0635;0.00426;
2;2;203;772;196;;64188182;0.158;-1.008;0.013;4.6;9.2;-15.3;-1424.5;263;79.5;-2.6;-7.7;341.3;102008;0;1;1;21;21;24.93;41.37;0.0635;0.00426;
2;2;204;773;196;;64188182;0.153;-0.975;0.007;0.8;8.9;-15.6;-1432;258.5;72;-2.6;-7.9;341.4;102008;0;1;1;21;21;24.93;41.37;0.0635;0.00426;
2;2;205;774;196;;64188183;0.16;-0.97;0.008;-2.9;9.3;-13.2;-1426;261.5;72;-2.6;-8.2;341.7;102008;0;1;1;21;21;24.96;41.4;0.127;0.002556;
2;2;206;775;196;;64188183;0.159;-0.986;0.014;-4.1;10.4;-9.7;-1424.5;264.5;69;-2.5;-8.3;341.8;102008;0;1;1;21;21;24.96;41.4;0.127;0.002556;
2;2;207;776;196;;64188183;0.145;-0.944;0.019;-4.4;11.5;-4.9;-1432;264.5;73.5;-2.4;-8.5;342.1;102008;0;1;1;21;21;24.96;41.4;0.127;0.002556;
2;2;208;777;196;;64188184;0.141;-0.903;0.024;-4.9;12;-0.5;-1438;269;78;-2.3;-8.5;342.3;102008;0;1;1;21;21;24.96;41.4;0.127;0.002556;
2;2;209;778;196;;64188184;0.141;-0.895;0.035;-5;10.9;2.2;-1435;267.5;69;-2.2;-8.5;342.6;102008;0;1;1;21;21;24.96;41.4;0.127;0.002556;
2;2;210;779;196;;64188185;0.136;-0.892;0.037;-4.8;9.3;2.1;-1435;267.5;67.5;-2.1;-8.5;342.9;102008;0;1;1;21;21;24.96;41.4;0.127;0.002556;
2;2;211;780;197;;64188479;0.13;-0.874;0.038;-4.4;6.7;1.7;-1436.5;267.5;69;-2;-8.4;343.2;102009;0;1;1;21;21;24.96;41.4;0.127;0.003408;
2;2;212;781;197;;64188479;0.131;-0.866;0.039;-3.7;4;0.9;-1438;267.5;70.5;-1.9;-8.3;343.4;102009;0;1;1;21;21;24.96;41.4;0.127;0.003408;
2;2;213;782;197;;64188480;0.134;-0.865;0.039;-2.5;1.1;0;-1435;270.5;70.5;-1.8;-8.2;343.6;102009;0;1;1;21;21;24.96;41.4;0.127;0.003408;
2;2;214;783;197;;64188480;0.139;-0.881;0.036;-1.8;-1.8;-1.5;-1433.5;264.5;70.5;-1.7;-8.2;343.7;102009;0;1;1;21;21;24.96;41.4;0.127;0.003408;
2;2;215;784;197;;64188481;0.144;-0.901;0.024;-1.3;-4.6;-2.5;-1435;273.5;67.5;-1.6;-8.2;343.7;102009;0;1;1;21;21;24.96;41.4;0.127;0.003408;
2;2;216;785;197;;64188482;0.145;-0.912;0.015;-0.9;-6.3;-2.4;-1432;266;70.5;-1.5;-8.1;343.8;102006;0;1;1;21;22;24.89;41.38;0;0.002556;
2;2;217;786;197;;64188482;0.144;-0.909;0.009;0;-7.3;-1.3;-1435;267.5;73.5;-1.5;-8.1;343.7;102006;0;1;1;21;22;24.89;41.38;0;0.002556;
2;2;218;787;197;;64188482;0.149;-0.906;0.004;1.8;-7.5;0;-1435;261.5;82.5;-1.4;-8.1;343.7;102006;0;1;1;21;22;24.89;41.38;0;0.002556;
2;2;219;788;197;;64188483;0.145;-0.909;-0.008;2.7;-7.7;0.6;-1441;263;67.5;-1.4;-8.1;343.6;102006;0;1;1;21;22;24.89;41.38;0;0.002556;
2;2;220;789;197;;64188484;0.136;-0.918;-0.025;-0.8;-8.6;1.9;-1432;270.5;73.5;-1.3;-8;343.5;102007;0;1;1;21;22;24.89;41.38;0;0.005112;
2;2;221;790;197;;64188484;0.142;-0.957;-0.03;-2;-8.9;3.2;-1429;279.5;67.5;-1.3;-8;343.4;102007;0;1;1;21;22;24.89;41.38;0;0.005112;
2;2;222;791;197;;64188485;0.139;-0.997;-0.035;-2.2;-8.4;4.8;-1435;264.5;81;-1.2;-7.9;343.3;102007;0;1;1;21;22;24.89;41.38;0;0.005112;
2;2;223;792;197;;64188485;0.138;-1.027;-0.033;-2.1;-8.2;6.7;-1432;272;75;-1.1;-7.7;343.1;102007;0;1;1;21;22;24.89;41.38;0;0.005112;
2;2;224;793;197;;64188485;0.152;-1.066;-0.024;-3;-8;7;-1430.5;270.5;81;-0.8;-7.6;342.7;102007;0;1;1;21;22;24.89;41.38;0;0.005112;
2;2;225;794;197;;64188486;0.171;-1.102;-0.01;-3.3;-7.9;4.1;-1426;269;81;-0.7;-7.5;342.6;102007;0;1;1;21;22;24.89;41.38;0;0.005112;
2;2;226;795;198;;64188809;0.182;-1.146;0.005;-3.6;-7.6;-0.6;-1427.5;273.5;72;-0.6;-7.4;342.6;102006;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;227;796;198;;64188809;0.197;-1.223;0.019;-3.3;-7.4;-6;-1432;270.5;79.5;-0.5;-7.4;342.5;102006;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;228;797;198;;64188810;0.172;-1.207;0.026;-3.2;-7.1;-9.7;-1433.5;278;72;-0.3;-7.4;342.4;102006;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;229;798;198;;64188810;0.16;-1.179;0.035;-3.6;-6.7;-8.4;-1429;276.5;87;-0.2;-7.5;342.4;102006;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;230;799;198;;64188811;0.176;-1.223;0.052;-4.2;-7.3;-6;-1426;281;81;-0.1;-7.6;342.3;102006;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;231;800;198;;64188811;0.182;-1.188;0.063;-5.2;-8.9;-6.4;-1423;281;84;0;-7.7;342.2;102004;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;232;801;198;;64188811;0.178;-1.127;0.073;-4.8;-10.1;-8.3;-1433.5;276.5;87;0.1;-7.8;342.1;102004;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;233;802;198;;64188812;0.158;-1.023;0.078;-2;-10.7;-9;-1429;287;81;0.2;-7.9;342;102004;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;234;803;198;;64188812;0.155;-0.95;0.086;2.8;-10.3;-8.3;-1436.5;276.5;82.5;0.3;-8;341.9;102004;0;1;1;21;22;24.93;41.37;0;0.002556;
2;2;235;804;198;;64188813;0.196;-1.024;0.101;8.5;-9.8;-9.8;-1433.5;285.5;84;0.2;-8.2;341.7;102005;0;1;1;21;22;24.93;41.38;0.0635;0.001704;
2;2;236;805;198;;64188813;0.192;-1.022;0.107;11.6;-9.9;-13.4;-1432;287;88.5;0.2;-8.4;341.6;102005;0;1;1;21;22;24.93;41.38;0.0635;0.001704;
2;2;237;806;198;;64188814;0.179;-0.961;0.103;11.2;-10.5;-15.3;-1438;285.5;90;0.1;-8.6;341.4;102005;0;1;1;21;22;24.93;41.38;0.0635;0.001704;
2;2;238;807;198;;64188814;0.172;-0.935;0.096;9.1;-11.2;-14.8;-1433.5;287;85.5;0;-8.8;341.3;102005;0;1;1;21;22;24.93;41.38;0.0635;0.001704;
2;2;239;808;198;;64188815;0.169;-0.951;0.087;6.3;-11.4;-11.7;-1429;287;88.5;-0.1;-9;341.2;102005;0;1;1;21;22;24.93;41.38;0.0635;0.001704;
2;2;240;809;198;;64188816;0.175;-0.96;0.077;3.8;-10.5;-6.3;-1436.5;287;88.5;-0.2;-9.2;341;102005;0;1;1;21;22;24.93;41.38;0.0635;0.001704;
2;2;241;810;199;;64189079;0.173;-0.948;0.075;3.2;-10.2;-4.8;-1439.5;287;90;-0.2;-9.3;340.9;102006;0;1;1;22;22;24.93;41.38;0;0.002556;
2;2;242;811;199;;64189079;0.172;-0.915;0.07;2.6;-8.6;-1.6;-1438;288.5;88.5;-0.3;-9.4;340.8;102006;0;1;1;22;22;24.93;41.38;0;0.002556;
2;2;243;812;199;;64189080;0.161;-0.893;0.064;2.3;-7.4;0;-1447;288.5;81;-0.3;-9.4;340.7;102006;0;1;1;22;22;24.93;41.38;0;0.002556;
2;2;244;813;199;;64189080;0.152;-0.871;0.058;1.3;-6.7;1.1;-1433.5;290;90;-0.2;-9.3;340.7;102006;0;1;1;22;22;24.93;41.38;0;0.002556;
2;2;245;814;199;;64189081;0.142;-0.858;0.052;-0.9;-7;2.3;-1444;296;97.5;-0.2;-9.3;340.6;102006;0;1;1;22;22;24.93;41.38;0;0.002556;
2;2;246;815;199;;64189081;0.14;-0.862;0.049;-3.8;-7.6;3.5;-1432;299;91.5;-0.1;-9.2;340.5;102008;0;1;1;22;22;24.89;41.4;0.254;0.000852;
2;2;247;816;199;;64189081;0.143;-0.867;0.047;-5.6;-7.9;4;-1433.5;296;97.5;0;-9.1;340.4;102008;0;1;1;22;22;24.89;41.4;0.254;0.000852;
2;2;248;817;199;;64189082;0.152;-0.881;0.045;-5.9;-8.2;3.7;-1442.5;291.5;88.5;0;-9;340.4;102008;0;1;1;22;22;24.89;41.4;0.254;0.000852;
2;2;249;818;199;;64189082;0.163;-0.893;0.045;-5.8;-8;1.9;-1435;276.5;93;0.2;-8.9;340.3;102008;0;1;1;22;22;24.89;41.4;0.254;0.000852;
2;2;250;819;199;;64189083;0.166;-0.91;0.047;-5.1;-6.8;-0.1;-1435;284;94.5;0.4;-8.8;340.2;102007;0;1;1;22;22;24.89;41.4;0;0.002556;
2;2;251;820;199;;64189083;0.16;-0.908;0.048;-4.3;-6.1;-0.2;-1435;299;93;0.5;-8.7;340.2;102007;0;1;1;22;22;24.89;41.4;0;0.002556;
2;2;252;821;199;;64189084;0.146;-0.878;0.046;-3.2;-4.6;1.2;-1436.5;296;96;0.6;-8.6;340.2;102007;0;1;1;22;22;24.89;41.4;0;0.002556;
2;2;253;822;199;;64189084;0.147;-0.912;0.053;-1.6;-2.8;4.7;-1433.5;296;94.5;0.7;-8.6;340.1;102007;0;1;1;22;22;24.89;41.4;0;0.002556;
2;2;254;823;199;;64189085;0.14;-0.922;0.055;-0.9;-2.1;6.4;-1435;302;90;0.8;-8.5;340.1;102007;0;1;1;22;22;24.89;41.4;0;0.002556;
2;2;255;824;199;;64189085;0.136;-0.927;0.057;-0.4;-2;8.1;-1435;288.5;96;0.9;-8.3;340.2;102007;0;1;1;22;22;24.89;41.4;0;0.002556;
2;2;256;825;200;;64189379;0.143;-0.965;0.061;0.2;-2;8.9;-1432;294.5;97.5;0.9;-8.2;340.2;102004;0;1;1;22;22;24.87;41.37;0;0.003408;
2;2;257;826;200;;64189380;0.142;-1.001;0.07;1.6;-2.2;9.1;-1433.5;296;108;0.9;-7.9;340.2;102004;0;1;1;22;22;24.87;41.37;0;0.003408;
2;2;258;827;200;;64189380;0.147;-1.039;0.078;3.5;-3;8.4;-1424.5;293;105;0.9;-7.8;340.3;102004;0;1;1;22;22;24.87;41.37;0;0.003408;
2;2;259;828;200;;64189381;0.164;-1.093;0.087;5.9;-4.2;6.2;-1433.5;296;90;0.7;-7.6;340.6;102004;0;1;1;22;22;24.87;41.37;0;0.003408;
2;2;260;829;200;;64189381;0.172;-1.124;0.087;9.5;-5.8;2.5;-1432;285.5;91.5;0.6;-7.4;340.5;102004;0;1;1;22;22;24.87;41.37;0;0.003408;
2;2;261;830;200;;64189382;0.18;-1.132;0.076;13.2;-6.3;-0.1;-1426;290;99;0.5;-7.3;340.5;102002;0;1;1;22;22;24.87;41.37;0.0635;0.000852;
2;2;262;831;200;;64189383;0.202;-1.171;0.07;16.9;-4.9;-0.6;-1435;288.5;96;0.2;-7.3;340.4;102002;0;1;1;22;22;24.87;41.37;0.0635;0.000852;
2;2;263;832;200;;64189383;0.232;-1.256;0.063;20.8;-1.8;-0.2;-1423;291.5;93;0;-7.2;340.4;102002;0;1;1;22;22;24.87;41.37;0.0635;0.000852;
2;2;264;833;200;;64189387;0.211;-1.141;0.047;24.8;4.2;2.3;-1432;287;88.5;-0.4;-7.1;340.4;102002;0;1;1;22;22;24.87;41.37;0.0635;0.000852;
2;2;265;834;200;;64189388;0.232;-1.208;0.051;24.7;7.9;3.2;-1435;293;90;-0.8;-7.1;340.5;102007;0;1;1;22;23;24.91;41.37;0.127;0.001704;
2;2;266;835;200;;64189389;0.23;-1.204;0.056;24.4;10.6;1.8;-1424.5;293;87;-1.2;-7;340.6;102007;0;1;1;22;23;24.91;41.37;0.127;0.001704;
2;2;267;836;200;;64189391;0.183;-1.051;0.049;24.9;12.3;0.4;-1426;288.5;81;-1.8;-6.9;340.9;102007;0;1;1;22;23;24.91;41.37;0.127;0.001704;
2;2;268;837;200;;64189392;0.147;-0.901;0.033;22.6;12.4;0.5;-1424.5;288.5;72;-2.1;-6.8;341.1;102007;0;1;1;22;23;24.91;41.37;0.127;0.001704;
2;2;269;838;200;;64189393;0.157;-0.936;0.03;16.8;10.9;-0.5;-1426;291.5;73.5;-2.5;-6.8;341.3;102007;0;1;1;22;23;24.91;41.37;0.127;0.001704;
2;2;270;839;200;;64189394;0.18;-1;0.032;11.1;9.2;-2.7;-1438;284;67.5;-2.9;-6.8;341.6;102007;0;1;1;22;23;24.91;41.37;0.127;0.001704;
2;2;271;840;201;;64189670;0.189;-1.028;0.026;7.5;8.4;-6.2;-1433.5;293;69;-3.1;-6.8;341.8;102008;0;1;1;22;23;24.91;41.37;0.0635;0.001704;
2;2;272;841;201;;64189671;0.189;-1.007;0.018;5.1;7.9;-9.7;-1435;290;73.5;-3.3;-6.9;342.1;102008;0;1;1;22;23;24.91;41.37;0.0635;0.001704;
2;2;273;842;201;;64189671;0.194;-1.01;0.013;2.2;7.6;-12.8;-1435;291.5;66;-3.3;-7;342.3;102008;0;1;1;22;23;24.91;41.37;0.0635;0.001704;
2;2;274;843;201;;64189671;0.196;-1.007;0.012;-0.5;7.7;-14.6;-1435;285.5;64.5;-3.3;-7.2;342.4;102008;0;1;1;22;23;24.91;41.37;0.0635;0.001704;
2;2;275;844;201;;64189672;0.185;-0.974;0.022;-3.7;9.8;-13.1;-1438;287;67.5;-3.3;-7.4;342.7;102008;0;1;1;22;23;24.91;41.37;0.0635;0.001704;
2;2;276;845;201;;64189672;0.182;-0.973;0.031;-4.3;11.2;-9.9;-1445.5;293;63;-3.2;-7.6;342.9;102007;0;1;1;22;23;24.89;41.37;0.1905;0.002556;
2;2;277;846;201;;64189672;0.171;-0.96;0.037;-4.7;12.6;-6;-1436.5;302;69;-3;-7.8;343.1;102007;0;1;1;22;23;24.89;41.37;0.1905;0.002556;
2;2;278;847;201;;64189672;0.164;-0.92;0.043;-5;13.3;-2.5;-1436.5;296;66;-2.9;-7.9;343.4;102007;0;1;1;22;23;24.89;41.37;0.1905;0.002556;
2;2;279;848;201;;64189673;0.157;-0.899;0.05;-4.8;13.1;-0.4;-1439.5;300.5;66;-2.8;-7.9;343.7;102007;0;1;1;22;23;24.89;41.37;0.1905;0.002556;
2;2;280;849;201;;64189673;0.153;-0.88;0.056;-4.1;11.8;-0.1;-1445.5;297.5;60;-2.7;-7.9;344.1;102005;0;1;1;22;23;24.89;41.37;0.254;0.00426;
2;2;281;850;201;;64189673;0.147;-0.872;0.062;-2.9;9.8;-0.4;-1450;302;63;-2.7;-7.8;344.3;102005;0;1;1;22;23;24.89;41.37;0.254;0.00426;
2;2;282;851;201;;64189673;0.142;-0.863;0.069;-1.1;7.3;-0.7;-1444;293;67.5;-2.6;-7.8;344.7;102005;0;1;1;22;23;24.89;41.37;0.254;0.00426;
2;2;283;852;201;;64189674;0.143;-0.85;0.069;0.5;4.3;-0.9;-1441;299;61.5;-2.6;-7.7;344.9;102005;0;1;1;22;23;24.89;41.37;0.254;0.00426;
2;2;284;853;201;;64189674;0.145;-0.857;0.067;2;1.4;-1;-1445.5;308;64.5;-2.5;-7.7;345;102005;0;1;1;22;23;24.89;41.37;0.254;0.00426;
2;2;285;854;201;;64189674;0.146;-0.874;0.062;3.5;-2.3;-0.5;-1447;312.5;58.5;-2.5;-7.7;345.1;102005;0;1;1;22;23;24.89;41.37;0.254;0.00426;
2;2;286;855;202;;64189978;0.147;-0.878;0.051;3.9;-4.2;0.5;-1444;302;55.5;-2.5;-7.6;345.2;102007;0;1;1;22;23;24.87;41.4;0.127;0.003408;
2;2;287;856;202;;64189979;0.151;-0.889;0.036;4.3;-4.8;2.1;-1441;306.5;58.5;-2.6;-7.6;345.2;102007;0;1;1;22;23;24.87;41.4;0.127;0.003408;
